price,freight_value,payment_type,payment_value,customer_state,mes_compra
135.21,15.83,boleto,151.04,DF,5
89.9,23.71,credit_card,318.37,PR,4
185.0,19.76,credit_card,318.37,PR,4
89.9,15.39,credit_card,105.29,RJ,3
42.9,19.04,boleto,61.94,DF,3
37.39,19.04,credit_card,112.86,DF,3
37.39,19.04,credit_card,112.86,DF,3
89.9,42.91,boleto,132.81,ES,7
220.0,18.09,credit_card,238.09,RJ,5
220.0,13.45,credit_card,233.45,SP,4
76.0,21.02,credit_card,97.02,RS,2
76.0,21.02,credit_card,97.02,RS,2
74.0,12.43,boleto,86.43,SP,4
79.0,31.2,credit_card,110.2,BA,4
79.0,26.63,credit_card,105.63,RS,5
74.0,12.43,boleto,86.43,SP,4
619.99,58.69,credit_card,2036.04,GO,5
619.99,58.69,credit_card,2036.04,GO,5
619.99,58.69,credit_card,2036.04,GO,5
619.99,25.89,boleto,1937.64,SP,5
619.99,25.89,boleto,1937.64,SP,5
619.99,25.89,boleto,1937.64,SP,5
619.99,24.38,credit_card,1288.74,SP,5
619.99,24.38,credit_card,1288.74,SP,5
730.0,50.68,credit_card,3122.72,BA,6
730.0,50.68,credit_card,3122.72,BA,6
730.0,50.68,credit_card,3122.72,BA,6
730.0,50.68,credit_card,3122.72,BA,6
220.0,17.17,voucher,213.03,SP,2
220.0,17.17,credit_card,24.14,SP,2
220.0,27.62,credit_card,247.62,MG,5
220.0,18.09,credit_card,238.09,RJ,5
730.0,27.42,boleto,757.42,SP,5
730.0,55.72,credit_card,785.72,BA,6
599.0,110.43,boleto,1418.86,PE,4
599.0,110.43,boleto,1418.86,PE,4
640.0,48.25,credit_card,688.25,PR,4
640.0,34.34,credit_card,674.34,SP,5
599.0,26.51,credit_card,1251.02,SP,4
599.0,26.51,credit_card,1251.02,SP,4
730.0,53.26,credit_card,783.26,RJ,5
599.0,26.51,credit_card,625.51,SP,4
85.0,43.31,credit_card,128.31,SP,8
75.0,21.37,boleto,96.37,RJ,2
78.0,13.45,credit_card,91.45,SP,3
659.0,29.59,boleto,2065.77,SP,6
659.0,29.59,boleto,2065.77,SP,6
659.0,29.59,boleto,2065.77,SP,6
730.0,30.09,boleto,760.09,SP,8
730.0,53.48,credit_card,783.48,ES,8
102.0,44.48,credit_card,146.48,DF,4
102.0,30.57,credit_card,132.57,SP,4
120.0,54.9,credit_card,174.9,SP,8
120.0,59.92,credit_card,179.92,SP,6
120.0,23.16,boleto,143.16,SP,4
60.0,60.03,boleto,120.03,RS,6
50.0,14.44,boleto,64.44,SP,4
899.0,33.54,boleto,932.54,SP,8
899.0,59.04,credit_card,1916.08,DF,8
899.0,59.04,credit_card,1916.08,DF,8
770.0,91.24,credit_card,861.24,PI,7
770.0,122.44,credit_card,892.44,CE,6
790.0,80.11,credit_card,870.11,BA,6
790.0,80.11,credit_card,870.11,BA,6
790.0,32.39,credit_card,2467.17,SP,5
790.0,32.39,credit_card,2467.17,SP,5
790.0,32.39,credit_card,2467.17,SP,5
210.0,60.07,credit_card,270.07,SP,7
200.0,52.8,credit_card,252.8,SP,5
60.0,8.29,credit_card,68.29,SP,4
50.0,19.32,credit_card,69.32,MG,4
36.89,11.28,credit_card,48.17,SP,8
60.0,16.61,debit_card,76.61,MG,6
530.0,36.79,credit_card,566.79,SP,8
560.0,19.22,credit_card,579.22,SP,7
560.0,19.22,credit_card,579.22,SP,6
60.0,42.7,credit_card,102.7,CE,7
580.0,47.86,credit_card,627.86,SC,7
19.9,16.32,credit_card,36.22,MG,5
15.9,22.93,credit_card,77.66,MS,4
15.9,22.93,credit_card,77.66,MS,4
15.9,17.93,credit_card,33.83,RS,4
49.9,9.1,credit_card,59.0,SP,7
49.9,9.1,credit_card,59.0,SP,8
89.8,11.25,credit_card,101.05,SP,5
39.9,11.3,credit_card,51.2,SP,7
68.9,13.78,boleto,82.68,SP,6
36.9,15.36,credit_card,52.26,RJ,6
22.5,7.78,credit_card,30.28,SP,2
22.5,7.39,credit_card,29.89,SP,5
24.9,14.1,credit_card,39.0,MS,1
45.0,15.1,credit_card,60.1,PR,2
38.48,7.39,credit_card,45.87,SP,3
38.48,7.39,credit_card,45.87,SP,3
38.48,15.1,boleto,160.74,PR,1
38.48,15.1,boleto,160.74,PR,1
38.48,15.1,boleto,160.74,PR,1
26.5,7.39,credit_card,33.89,SP,5
65.9,12.9,credit_card,78.8,SP,3
65.9,15.34,boleto,81.24,RJ,5
65.9,15.34,credit_card,81.24,RS,3
19.9,7.39,credit_card,27.29,SP,4
19.9,7.39,boleto,27.29,SP,3
44.9,14.1,credit_card,118.0,PR,1
44.9,14.1,credit_card,118.0,PR,1
44.9,22.85,credit_card,67.75,MA,3
44.9,17.06,credit_card,28.94,BA,3
44.9,17.06,voucher,30.0,BA,3
44.9,17.06,voucher,3.02,BA,3
44.9,15.23,credit_card,60.13,RJ,4
64.9,17.16,credit_card,82.06,BA,5
21.64,7.39,credit_card,58.06,SP,3
21.64,7.39,credit_card,58.06,SP,3
95.15,13.22,credit_card,108.37,SP,1
95.15,26.97,credit_card,122.12,MG,8
95.15,21.97,credit_card,117.12,RJ,8
95.15,12.97,credit_card,108.12,SP,8
94.9,11.53,credit_card,106.43,RJ,5
94.9,15.36,credit_card,110.26,RJ,5
94.9,18.24,credit_card,113.14,SP,5
94.9,18.24,credit_card,113.14,MG,5
33.99,20.19,credit_card,54.18,BA,8
33.99,11.26,credit_card,90.5,SP,8
33.99,11.26,credit_card,90.5,SP,8
39.9,16.6,credit_card,56.5,RS,2
25.5,7.44,credit_card,32.94,SP,8
29.9,18.23,credit_card,48.13,MG,3
49.99,44.15,credit_card,94.14,GO,8
49.99,16.62,credit_card,66.61,SP,6
49.99,8.88,debit_card,58.87,SP,5
20.2,7.4,debit_card,27.6,SP,8
28.0,12.79,credit_card,40.79,SP,3
27.61,14.1,credit_card,41.71,PR,1
64.96,26.97,credit_card,91.93,SP,1
64.96,52.83,boleto,117.79,BA,2
39.99,11.15,boleto,51.14,SP,3
49.99,13.37,credit_card,63.36,SP,2
49.99,17.93,credit_card,135.84,MG,3
49.99,17.93,credit_card,135.84,MG,3
89.9,18.56,credit_card,108.46,BA,3
18.5,7.39,credit_card,25.89,SP,7
18.5,15.23,boleto,67.46,RJ,6
18.5,15.23,boleto,67.46,RJ,6
18.5,12.79,credit_card,11.71,MG,3
18.5,12.79,voucher,19.58,MG,3
219.9,21.58,boleto,241.48,SP,4
29.9,15.1,boleto,45.0,SC,1
39.9,14.1,credit_card,54.0,ES,3
48.0,26.97,credit_card,74.97,SP,1
54.99,18.26,credit_card,73.25,SC,6
42.0,17.22,credit_card,59.22,MT,7
19.9,17.07,credit_card,73.94,MT,8
19.9,17.07,credit_card,73.94,MT,8
18.76,7.39,credit_card,26.15,SP,4
73.34,77.53,debit_card,150.87,PR,2
389.0,48.19,credit_card,437.19,MS,1
389.0,29.17,credit_card,418.17,SP,2
427.9,55.53,boleto,483.43,MG,4
389.0,59.39,credit_card,448.39,PR,2
389.0,83.54,credit_card,300.0,TO,2
389.0,83.54,credit_card,172.54,TO,2
427.9,63.47,credit_card,491.37,BA,4
389.0,55.25,credit_card,444.25,RS,3
427.9,108.63,credit_card,536.53,MA,5
389.0,29.17,boleto,418.17,SP,2
389.0,55.1,credit_card,444.1,BA,3
389.0,59.39,credit_card,448.39,MG,2
389.0,55.25,credit_card,444.25,MG,3
389.0,59.39,credit_card,448.39,SC,2
427.9,75.75,credit_card,503.65,MG,8
389.0,29.58,credit_card,418.58,SP,3
98.89,25.04,credit_card,247.86,RJ,7
98.89,25.04,credit_card,247.86,RJ,7
17.9,15.23,credit_card,33.13,RJ,3
19.24,15.23,credit_card,34.47,MG,5
389.0,55.25,credit_card,444.25,MS,3
389.0,55.25,credit_card,444.25,MS,3
230.0,26.45,credit_card,256.45,MS,2
1595.0,63.81,credit_card,1658.81,AL,3
1090.0,69.65,credit_card,1159.65,RN,8
1001.0,51.14,credit_card,1052.14,MS,5
3690.0,136.8,credit_card,3826.8,MG,1
4059.0,104.51,debit_card,4163.51,MG,7
129.9,13.46,credit_card,143.36,SP,3
152.99,13.2,boleto,166.19,MG,2
152.99,15.84,boleto,342.16,SP,2
157.5,15.83,boleto,342.16,SP,2
135.97,13.08,credit_card,149.05,MG,1
133.4,15.66,credit_card,292.22,RJ,1
127.5,15.66,credit_card,292.22,RJ,1
153.4,18.95,credit_card,172.35,SP,5
153.4,22.78,credit_card,176.18,GO,3
765.0,23.23,boleto,788.23,SP,6
765.0,23.23,credit_card,788.23,SP,5
775.0,23.53,credit_card,798.53,SP,7
765.0,27.06,credit_card,792.06,BA,6
765.0,23.23,credit_card,788.23,RJ,5
765.0,23.23,credit_card,788.23,DF,6
797.0,23.46,credit_card,820.46,RJ,5
765.0,27.06,credit_card,792.06,PR,5
97.99,18.79,boleto,350.34,SP,7
97.99,18.79,boleto,350.34,SP,7
97.99,18.79,boleto,350.34,SP,7
97.99,18.61,credit_card,184.2,SP,8
48.99,18.61,credit_card,184.2,SP,8
867.77,19.19,boleto,886.96,MG,3
867.77,23.95,credit_card,1783.44,SP,3
867.77,23.95,credit_card,1783.44,SP,3
857.77,18.13,boleto,875.9,MG,2
867.77,19.19,credit_card,886.96,MG,3
879.77,28.09,credit_card,907.86,PR,6
879.77,24.04,credit_card,903.81,RJ,5
879.77,19.5,credit_card,899.27,MG,6
857.77,18.13,credit_card,875.9,MG,2
145.0,41.14,credit_card,276.74,SP,8
69.0,21.6,credit_card,276.74,SP,8
145.0,18.89,credit_card,163.89,SP,3
127.77,15.64,credit_card,143.41,SP,2
129.07,16.66,credit_card,145.73,SP,1
48.99,18.23,credit_card,67.22,SP,4
157.5,17.54,boleto,175.04,PR,2
115.7,15.56,credit_card,131.26,SP,1
139.21,19.07,credit_card,158.28,SP,7
49.99,13.47,credit_card,63.46,MG,5
99.97,18.8,credit_card,118.77,SP,6
99.97,18.58,credit_card,118.55,SP,5
105.7,15.49,credit_card,484.76,SP,2
105.7,15.49,credit_card,484.76,SP,2
105.7,15.49,credit_card,484.76,SP,2
105.7,15.49,credit_card,484.76,SP,2
89.99,18.73,boleto,108.72,SP,6
105.7,15.49,credit_card,121.19,SP,1
117.5,8.57,credit_card,126.07,MG,1
99.0,23.27,credit_card,100.5,RJ,4
99.0,23.27,credit_card,21.77,RJ,4
119.0,17.37,credit_card,136.37,RS,1
119.0,17.37,credit_card,136.37,RJ,1
99.0,13.71,boleto,112.71,SP,2
99.0,11.32,credit_card,110.32,SP,3
160.0,17.37,credit_card,177.37,RJ,1
99.0,11.9,credit_card,110.9,SP,2
149.0,27.59,boleto,176.59,PI,4
209.0,17.71,credit_card,226.71,MG,1
129.0,25.67,credit_card,154.67,PI,1
129.0,20.63,credit_card,149.63,BA,3
129.0,18.7,credit_card,147.7,DF,7
129.0,18.37,credit_card,147.37,MG,1
129.0,20.36,credit_card,149.36,MT,1
129.0,27.45,boleto,156.45,PI,4
159.5,12.32,credit_card,171.82,SP,1
129.0,18.7,credit_card,147.7,DF,8
129.0,12.11,credit_card,141.11,SP,2
69.0,11.73,credit_card,80.73,SP,1
65.0,17.7,credit_card,82.7,RJ,2
69.0,16.73,credit_card,85.73,RJ,1
65.0,20.18,credit_card,85.18,MT,4
65.0,11.15,credit_card,76.15,SP,3
69.0,17.73,credit_card,86.73,PR,1
69.0,11.73,credit_card,80.73,SP,1
65.0,22.51,credit_card,87.51,PE,5
69.0,17.73,credit_card,86.73,PR,1
69.0,17.73,credit_card,86.73,RJ,2
65.0,19.65,credit_card,84.65,PR,8
69.0,16.73,credit_card,85.73,DF,2
69.0,11.73,credit_card,80.73,SP,2
39.0,15.37,debit_card,54.37,MG,8
39.0,7.39,credit_card,46.39,SP,4
189.0,12.53,credit_card,201.53,SP,1
189.0,18.71,credit_card,207.71,RS,1
189.0,18.71,boleto,207.71,ES,1
209.0,17.71,boleto,226.71,RJ,1
1990.0,125.05,credit_card,2115.05,MG,5
749.9,18.51,credit_card,768.41,SC,4
749.9,23.13,credit_card,773.03,SP,5
690.0,93.28,credit_card,783.28,SP,4
219.9,43.57,credit_card,263.47,PE,2
219.9,28.27,credit_card,248.17,MG,4
1790.0,101.63,credit_card,1891.63,CE,5
59.0,16.66,boleto,151.32,SP,1
59.0,16.66,boleto,151.32,SP,1
139.9,19.08,boleto,158.98,RS,8
139.9,15.74,credit_card,155.64,DF,2
139.9,9.33,credit_card,149.23,SP,3
109.9,18.7,boleto,128.6,BA,4
109.9,19.74,credit_card,129.64,MG,3
109.9,11.65,credit_card,174.85,RJ,4
29.99,23.31,credit_card,174.85,RJ,4
109.9,15.53,boleto,125.43,RJ,2
119.9,16.81,credit_card,136.71,RS,3
119.9,24.97,credit_card,144.87,SE,3
109.9,19.74,credit_card,129.64,PR,6
109.9,9.52,boleto,119.42,SP,7
30.0,7.39,boleto,74.78,SP,3
30.0,7.39,boleto,74.78,SP,3
30.0,7.39,boleto,37.39,SP,4
119.0,40.9,credit_card,159.9,RJ,3
129.0,85.61,boleto,214.61,TO,4
119.0,29.87,boleto,148.87,MG,2
119.0,35.96,credit_card,154.96,PR,3
139.0,220.04,debit_card,359.04,SP,7
129.0,57.87,debit_card,186.87,RS,7
239.0,72.34,credit_card,311.34,RS,6
339.0,27.65,credit_card,366.65,RJ,1
109.0,27.3,credit_card,136.3,RJ,2
395.0,36.57,credit_card,431.57,SP,2
238.0,26.95,credit_card,264.95,RJ,1
119.0,27.37,boleto,146.37,RJ,2
289.0,70.17,credit_card,359.17,RJ,6
135.0,51.45,credit_card,186.45,SP,4
199.99,53.53,credit_card,253.52,SP,3
159.0,27.84,credit_card,186.84,PE,5
280.0,40.23,credit_card,320.23,RJ,7
93.0,19.62,boleto,112.62,PR,5
92.0,19.61,boleto,111.61,MG,6
93.0,16.62,credit_card,109.62,RJ,4
93.0,19.62,credit_card,112.62,MG,4
94.89,19.63,credit_card,114.52,RJ,4
93.0,20.7,credit_card,113.7,CE,5
93.0,19.62,credit_card,112.62,RJ,4
93.0,19.62,credit_card,112.62,MG,6
93.0,9.01,credit_card,102.01,SP,5
93.0,16.62,credit_card,109.62,RJ,5
92.0,9.0,credit_card,101.0,SP,6
319.0,20.11,credit_card,339.11,SC,5
95.0,38.94,credit_card,133.94,PE,7
49.8,12.18,credit_card,155.34,SP,4
72.0,21.36,credit_card,155.34,SP,4
99.0,13.03,voucher,100.0,MG,2
99.0,13.03,credit_card,12.03,MG,2
38.9,15.37,boleto,54.27,MG,7
34.9,22.17,credit_card,57.07,MG,7
34.9,8.93,credit_card,43.83,SC,6
99.0,17.26,credit_card,323.89,PA,3
99.0,17.26,credit_card,323.89,PA,3
79.9,11.48,credit_card,323.89,PA,3
99.0,20.74,credit_card,119.74,PE,3
22.0,15.11,boleto,37.11,SC,2
31.5,19.32,credit_card,50.82,MG,5
25.0,8.88,credit_card,33.88,SP,3
25.0,16.11,credit_card,41.11,MG,3
63.0,15.32,credit_card,78.32,GO,5
19.99,15.1,credit_card,35.09,RJ,1
19.0,14.1,credit_card,33.1,MG,2
15.0,7.39,boleto,22.39,SP,4
79.0,15.43,credit_card,94.43,GO,3
69.0,14.23,credit_card,83.23,RS,2
19.9,12.79,credit_card,32.69,SP,3
269.0,12.51,credit_card,281.51,SP,4
65.0,15.2,credit_card,80.2,RS,2
319.0,28.31,credit_card,347.31,GO,4
237.0,9.82,debit_card,246.82,SP,8
68.0,41.24,credit_card,109.24,MG,3
50.9,19.7,boleto,70.6,SP,4
45.9,26.67,credit_card,72.57,RJ,1
45.9,26.67,credit_card,72.57,MG,1
50.9,56.61,credit_card,107.51,PE,5
45.9,26.67,credit_card,72.57,RS,1
60.9,14.29,credit_card,75.19,SP,4
54.9,17.09,credit_card,71.99,SP,2
54.9,15.03,credit_card,69.93,SP,1
60.9,16.7,credit_card,77.6,SP,8
89.9,16.35,credit_card,106.25,SP,1
89.9,15.54,credit_card,105.44,SP,3
89.9,16.35,boleto,106.25,SP,2
99.0,44.49,boleto,143.49,PR,6
72.9,18.59,credit_card,91.49,SP,4
54.9,27.76,credit_card,82.66,BA,2
69.9,34.03,credit_card,103.93,PR,3
69.9,14.29,credit_card,84.19,SP,3
50.9,15.44,credit_card,66.34,SP,5
62.0,16.71,credit_card,78.71,SP,6
50.9,14.52,boleto,65.42,SP,5
50.9,14.29,credit_card,65.19,SP,5
50.9,15.44,credit_card,66.34,SP,5
50.9,35.49,credit_card,86.39,PR,4
99.0,35.82,credit_card,134.82,RS,4
89.9,16.35,credit_card,106.25,SP,2
62.0,16.7,credit_card,78.7,SP,8
62.0,16.7,credit_card,78.7,SP,7
89.9,26.95,credit_card,116.85,DF,1
89.9,26.95,credit_card,116.85,SC,2
92.0,24.25,credit_card,116.25,SP,6
50.9,13.43,credit_card,64.33,SP,4
50.9,27.74,boleto,78.64,BA,3
89.9,26.95,credit_card,116.85,PR,1
45.9,37.49,boleto,83.39,PA,2
62.0,50.72,credit_card,112.72,BA,7
45.9,14.29,credit_card,60.19,SP,4
45.9,33.89,credit_card,79.79,RJ,4
50.9,38.65,credit_card,89.55,MT,5
50.9,11.86,credit_card,62.76,SP,5
39.9,11.95,credit_card,103.7,BA,3
39.9,11.95,credit_card,103.7,BA,3
79.9,15.31,voucher,95.21,SP,2
79.9,15.47,credit_card,95.37,SP,3
79.9,19.53,boleto,99.43,MG,6
78.0,18.65,boleto,96.65,MS,8
68.0,16.41,credit_card,84.41,SP,4
68.0,16.41,credit_card,84.41,SP,5
50.9,14.29,credit_card,65.19,SP,5
62.0,17.75,credit_card,79.75,SP,7
50.9,15.03,credit_card,65.93,SP,2
45.9,14.13,credit_card,60.03,SP,1
122.0,24.0,credit_card,146.0,BA,6
123.9,9.16,credit_card,133.06,SP,4
98.0,9.82,credit_card,107.82,PR,8
98.0,14.99,credit_card,112.99,PR,8
122.0,10.16,boleto,132.16,SP,6
62.0,17.75,voucher,42.5,SP,6
62.0,17.75,voucher,37.25,SP,6
50.9,18.44,credit_card,69.34,SP,3
50.9,14.29,credit_card,65.19,SP,5
50.9,26.44,credit_card,77.34,MG,5
79.9,19.44,credit_card,99.34,SP,1
78.99,16.99,credit_card,95.98,MG,1
68.0,31.23,credit_card,99.23,MG,1
50.9,27.09,credit_card,77.99,BA,6
50.9,14.29,credit_card,65.19,SP,5
78.0,41.31,credit_card,119.31,RS,5
78.0,44.35,credit_card,122.35,RJ,8
68.0,41.24,credit_card,109.24,MG,5
50.9,18.44,credit_card,69.34,SP,5
50.9,33.9,credit_card,37.55,RJ,5
50.9,33.9,voucher,47.25,RJ,5
69.0,16.25,credit_card,85.25,SP,1
41.9,15.44,voucher,7.34,SP,3
41.9,15.44,voucher,50.0,SP,3
72.0,26.82,credit_card,98.82,RJ,2
62.0,16.7,credit_card,78.7,SP,7
67.9,13.92,credit_card,81.82,SP,3
23.99,7.43,credit_card,31.42,SP,7
69.0,16.75,credit_card,85.75,SP,7
78.0,35.07,credit_card,113.07,MT,2
89.9,44.43,credit_card,134.33,RS,8
78.0,19.43,credit_card,97.43,SP,1
89.9,35.76,credit_card,125.66,DF,3
34.9,16.11,credit_card,51.01,SP,2
34.9,14.29,credit_card,49.19,RJ,3
34.9,17.92,boleto,52.82,SC,1
34.9,13.23,credit_card,96.26,RJ,2
34.9,13.23,credit_card,96.26,RJ,2
34.9,44.2,credit_card,79.1,PA,1
49.9,16.11,credit_card,66.01,MG,1
74.99,19.49,credit_card,94.48,SP,3
59.99,16.18,credit_card,76.17,SP,3
24.99,13.23,credit_card,38.22,RJ,2
37.49,28.37,credit_card,65.86,RJ,3
18.74,15.1,boleto,33.84,PR,2
7.99,12.35,credit_card,81.36,RJ,2
7.99,12.35,credit_card,81.36,RJ,2
7.99,12.35,credit_card,81.36,RJ,2
7.99,12.35,credit_card,81.36,RJ,2
149.99,14.64,credit_card,164.63,RJ,1
11.24,15.1,voucher,52.1,SP,1
11.24,15.1,credit_card,0.58,SP,1
11.24,15.1,voucher,52.1,SP,1
11.24,15.1,credit_card,0.58,SP,1
27.9,18.23,boleto,46.13,PR,4
32.79,18.33,credit_card,51.12,DF,6
54.99,13.6,credit_card,68.59,RJ,7
18.74,12.35,credit_card,31.09,RJ,2
118.74,19.8,debit_card,138.54,MG,4
8.99,8.5,credit_card,34.98,SP,2
8.99,8.5,credit_card,34.98,SP,2
8.99,16.79,boleto,103.12,SC,1
8.99,16.79,boleto,103.12,SC,1
8.99,16.79,boleto,103.12,SC,1
8.99,16.79,boleto,103.12,SC,1
49.99,13.34,credit_card,63.33,RJ,3
599.9,22.74,credit_card,622.64,DF,1
499.9,24.34,credit_card,524.24,SP,1
599.9,22.74,credit_card,622.64,DF,1
29.0,18.23,boleto,47.23,MG,3
29.0,15.1,credit_card,44.1,SP,3
99.0,13.53,credit_card,112.53,RJ,1
89.0,13.46,credit_card,102.46,RJ,1
139.0,20.46,credit_card,159.46,MG,1
18.0,14.1,boleto,32.1,MG,2
159.0,28.06,credit_card,187.06,BA,6
22.0,7.94,credit_card,29.94,RJ,2
19.0,50.85,credit_card,69.85,CE,4
45.0,17.99,boleto,62.99,MG,3
99.0,23.27,credit_card,122.27,SP,5
361.9,42.82,credit_card,404.72,RS,6
777.0,44.27,credit_card,1642.54,RJ,1
777.0,44.27,credit_card,1642.54,RJ,1
19.0,25.63,credit_card,44.63,MT,1
49.99,11.37,credit_card,61.36,SP,8
384.99,59.18,credit_card,444.17,RS,8
244.99,20.91,credit_card,265.9,RJ,8
244.99,10.47,credit_card,255.46,SP,8
244.99,14.02,credit_card,259.01,SP,8
139.99,9.73,debit_card,149.72,SP,8
29.9,8.72,boleto,38.62,SP,1
14.5,11.85,boleto,26.35,SP,1
130.0,8.49,credit_card,138.49,PR,2
139.0,17.68,credit_card,156.68,RJ,3
139.0,16.07,credit_card,155.07,SP,8
159.0,28.17,credit_card,187.17,PE,3
80.0,7.75,credit_card,87.75,PR,6
148.0,22.75,credit_card,170.75,RJ,4
150.0,15.93,credit_card,165.93,SP,3
250.0,19.9,credit_card,269.9,MG,8
250.0,16.85,credit_card,266.85,SP,7
49.0,19.04,credit_card,136.08,MT,6
49.0,19.04,credit_card,136.08,MT,6
59.9,17.13,credit_card,77.03,RJ,6
498.9,21.42,credit_card,400.0,BA,6
498.9,21.42,credit_card,640.64,BA,6
498.9,21.42,credit_card,400.0,BA,6
498.9,21.42,credit_card,640.64,BA,6
498.9,29.79,credit_card,528.69,MG,8
76.0,8.3,credit_card,84.3,SP,6
85.8,12.1,credit_card,97.9,SP,1
85.8,12.1,credit_card,97.9,SP,1
262.5,115.49,credit_card,377.99,MG,2
262.5,206.45,credit_card,468.95,PI,2
262.5,163.86,credit_card,426.36,CE,2
198.5,65.62,credit_card,264.12,PA,3
198.5,32.14,credit_card,230.64,PR,1
39.8,26.89,credit_card,66.69,CE,2
39.8,19.32,credit_card,59.12,RS,3
99.8,33.97,credit_card,133.77,SP,1
99.8,39.78,boleto,139.58,SP,8
99.8,32.09,credit_card,131.89,SP,8
99.8,33.97,credit_card,133.77,SP,2
99.8,31.69,credit_card,131.49,SP,4
99.8,61.44,credit_card,161.24,DF,2
39.8,38.4,boleto,78.2,PA,4
191.4,31.2,credit_card,222.6,SP,3
191.4,75.07,credit_card,266.47,MG,5
191.4,67.93,credit_card,259.33,PR,7
194.0,26.2,credit_card,220.2,SC,1
196.2,25.68,credit_card,221.88,SP,2
298.6,78.09,credit_card,376.69,SP,5
298.6,86.77,credit_card,385.37,SP,5
298.6,82.4,credit_card,381.0,SP,1
39.8,19.32,credit_card,59.12,MG,5
94.6,36.01,boleto,130.61,RS,7
126.0,89.55,credit_card,215.55,RJ,6
126.0,133.39,boleto,259.39,AP,5
143.0,31.75,credit_card,174.75,MG,1
89.0,18.7,credit_card,107.7,SP,5
89.0,24.7,credit_card,113.7,SP,8
122.3,27.59,credit_card,149.89,MT,6
52.2,17.62,credit_card,69.82,RS,2
78.9,26.63,credit_card,105.53,ES,3
196.8,42.36,credit_card,239.16,PR,8
165.0,45.61,credit_card,210.61,RJ,2
189.2,27.4,credit_card,216.6,PR,5
95.8,21.16,boleto,116.96,RS,2
39.8,20.77,credit_card,60.57,SP,4
66.3,42.52,credit_card,108.82,TO,4
829.0,23.68,credit_card,852.68,GO,5
249.0,20.93,credit_card,269.93,GO,6
249.0,8.61,credit_card,257.61,SP,3
249.0,19.62,credit_card,268.62,RJ,3
249.0,10.1,credit_card,259.1,SP,6
249.0,8.61,credit_card,257.61,SP,3
849.0,21.04,credit_card,870.04,RS,8
369.0,19.51,credit_card,388.51,BA,7
189.0,8.19,credit_card,197.19,SP,4
189.0,16.42,credit_card,205.42,DF,6
189.0,9.09,credit_card,198.09,SP,5
169.0,8.05,credit_card,177.05,SP,3
179.0,26.53,credit_card,205.53,CE,2
169.0,19.06,credit_card,188.06,MG,3
179.0,19.94,credit_card,198.94,PE,4
169.0,19.06,credit_card,188.06,MG,3
169.0,16.06,credit_card,185.06,RJ,3
147.9,16.14,credit_card,164.04,RJ,7
219.0,38.44,voucher,100.0,PE,7
219.0,38.44,credit_card,157.44,PE,7
199.0,16.27,credit_card,215.27,RJ,4
369.0,17.46,credit_card,386.46,RJ,3
699.0,23.8,credit_card,422.0,CE,7
699.0,23.8,credit_card,300.8,CE,7
389.0,20.6,credit_card,409.6,PR,5
389.0,9.98,credit_card,398.98,SP,7
389.0,17.82,credit_card,406.82,RS,8
159.0,7.98,credit_card,166.98,SP,6
159.0,18.99,credit_card,177.99,MG,5
579.0,16.49,credit_card,595.49,SP,5
999.0,14.25,credit_card,1013.25,SP,8
599.0,19.07,credit_card,618.07,DF,4
299.0,19.97,credit_card,318.97,RJ,3
159.0,8.37,credit_card,167.37,SP,7
499.0,10.36,boleto,509.36,SP,5
369.0,24.51,credit_card,393.51,BA,7
699.0,22.99,credit_card,721.99,PR,8
42.2,44.1,voucher,82.46,DF,7
42.2,44.1,credit_card,3.84,DF,7
42.2,19.95,credit_card,62.15,PR,6
42.2,23.29,credit_card,65.49,MG,6
60.59,23.41,boleto,84.0,MG,7
74.39,19.71,credit_card,94.1,DF,8
9.99,18.23,credit_card,28.22,SP,7
109.9,14.11,credit_card,124.01,MG,7
179.9,19.39,credit_card,407.68,SP,8
189.0,19.39,credit_card,407.68,SP,8
179.9,51.98,boleto,231.88,MA,8
169.9,19.29,credit_card,189.19,SP,8
179.9,38.17,credit_card,218.07,BA,8
169.9,19.29,credit_card,378.38,PR,8
169.9,19.29,credit_card,378.38,PR,8
169.9,14.4,credit_card,184.3,RJ,8
169.9,19.29,credit_card,567.57,PR,8
169.9,19.29,credit_card,567.57,PR,8
169.9,19.29,credit_card,567.57,PR,8
179.9,19.36,credit_card,199.26,SP,8
169.9,19.29,credit_card,189.19,PR,8
169.9,23.12,credit_card,193.02,MS,8
169.9,51.91,debit_card,221.81,PE,8
189.0,19.42,boleto,208.42,MG,8
189.0,19.42,boleto,208.42,PR,8
189.0,38.23,boleto,227.23,SE,8
199.0,19.49,credit_card,218.49,PR,8
199.0,19.49,credit_card,436.98,DF,8
199.0,19.49,credit_card,436.98,DF,8
189.0,14.53,debit_card,203.53,RJ,8
199.0,19.49,credit_card,218.49,DF,8
189.0,19.42,credit_card,208.42,SP,8
189.0,19.42,credit_card,208.42,SP,8
33.0,15.1,boleto,48.1,RJ,3
33.0,8.72,boleto,41.72,SP,2
45.0,15.23,credit_card,60.23,RJ,4
45.0,12.79,credit_card,57.79,SP,4
25.0,8.34,credit_card,66.68,SP,8
25.0,8.34,credit_card,66.68,SP,8
25.0,8.34,boleto,33.34,SP,8
25.0,8.34,credit_card,33.34,SP,8
25.0,8.34,credit_card,33.34,SP,8
25.0,8.34,boleto,33.34,SP,8
25.0,8.34,boleto,33.34,SP,8
