,price,freight_value,payment_type,payment_value,order_purchase_timestamp,customer_state,mes_compra,ano_compra,dia_compra
104363,32.9,7.78,credit_card,40.68,2017-12-05 19:02:08,SP,12,2017,5
104383,35.9,2.96,credit_card,155.45,2017-10-31 17:54:25,SP,10,2017,31
104384,35.9,2.96,credit_card,155.45,2017-10-31 17:54:25,SP,10,2017,31
104385,35.9,2.96,credit_card,155.45,2017-10-31 17:54:25,SP,10,2017,31
104386,35.9,2.96,credit_card,155.45,2017-10-31 17:54:25,SP,10,2017,31
104392,45.99,13.37,credit_card,59.36,2017-08-10 20:50:21,SP,8,2017,10
104399,87.0,16.24,boleto,412.96,2017-10-12 20:00:51,SP,10,2017,12
104400,87.0,16.24,boleto,412.96,2017-10-12 20:00:51,SP,10,2017,12
104401,87.0,16.24,boleto,412.96,2017-10-12 20:00:51,SP,10,2017,12
104402,87.0,16.24,boleto,412.96,2017-10-12 20:00:51,SP,10,2017,12
104403,139.99,17.69,credit_card,315.36,2017-08-25 09:59:51,SP,8,2017,25
104404,139.99,17.69,credit_card,315.36,2017-08-25 09:59:51,SP,8,2017,25
104405,35.99,12.69,credit_card,48.68,2017-07-13 10:12:14,SP,7,2017,13
104410,35.99,12.69,credit_card,48.68,2017-07-04 09:44:04,SP,7,2017,4
104438,22.5,15.1,credit_card,37.6,2017-06-08 18:45:48,SP,6,2017,8
104451,274.0,80.87,credit_card,61.33,2017-12-13 15:49:39,SP,12,2017,13
104452,274.0,80.87,voucher,293.54,2017-12-13 15:49:39,SP,12,2017,13
104473,44.49,15.11,credit_card,59.6,2017-12-27 19:29:42,SP,12,2017,27
104479,649.0,15.15,credit_card,664.15,2017-03-03 16:33:56,SP,3,2017,3
104480,649.0,11.8,credit_card,660.8,2017-07-21 12:54:47,SP,7,2017,21
104483,849.0,16.55,credit_card,800.0,2017-03-17 11:15:39,SP,3,2017,17
104484,849.0,16.55,credit_card,65.55,2017-03-17 11:15:39,SP,3,2017,17
104485,899.0,16.9,boleto,915.9,2017-04-06 16:50:03,SP,4,2017,6
104486,148.7,17.29,boleto,165.99,2017-09-11 08:09:15,SP,9,2017,11
104490,89.9,15.39,credit_card,105.29,2017-10-29 15:23:08,SP,10,2017,29
104494,58.9,16.47,credit_card,166.33,2017-10-28 08:28:41,SP,10,2017,28
104495,74.5,16.46,credit_card,166.33,2017-10-28 08:28:41,SP,10,2017,28
104531,40.0,11.73,credit_card,51.73,2017-11-17 08:47:41,SP,11,2017,17
104568,38.85,11.85,credit_card,50.7,2017-12-22 11:41:33,SP,12,2017,22
104670,74.9,15.27,credit_card,90.17,2017-11-11 16:51:19,SP,11,2017,11
104673,69.9,8.72,credit_card,78.62,2017-12-01 14:16:47,SP,12,2017,1
104675,67.9,8.72,voucher,20.0,2017-11-24 19:03:25,SP,11,2017,24
104676,67.9,8.72,credit_card,56.62,2017-11-24 19:03:25,SP,11,2017,24
104681,67.9,8.72,boleto,76.62,2017-11-28 22:25:53,SP,11,2017,28
104758,39.9,11.85,debit_card,51.75,2017-09-30 14:35:11,SP,9,2017,30
104767,99.0,16.32,credit_card,115.32,2017-10-22 18:05:23,SP,10,2017,22
104773,9.9,10.96,credit_card,104.3,2017-01-23 13:31:26,SP,1,2017,23
104774,9.9,10.96,credit_card,104.3,2017-01-23 13:31:26,SP,1,2017,23
104775,9.9,10.96,credit_card,104.3,2017-01-23 13:31:26,SP,1,2017,23
104776,9.9,10.96,credit_card,104.3,2017-01-23 13:31:26,SP,1,2017,23
104777,9.9,10.96,credit_card,104.3,2017-01-23 13:31:26,SP,1,2017,23
104778,9.9,9.62,credit_card,109.4,2017-01-21 06:58:31,SP,1,2017,21
104779,9.9,9.62,credit_card,109.4,2017-01-21 06:58:31,SP,1,2017,21
104780,9.9,9.62,credit_card,109.4,2017-01-21 06:58:31,SP,1,2017,21
104781,9.9,9.62,credit_card,109.4,2017-01-21 06:58:31,SP,1,2017,21
104782,9.9,9.62,credit_card,109.4,2017-01-21 06:58:31,SP,1,2017,21
104783,9.9,1.92,credit_card,109.4,2017-01-21 06:58:31,SP,1,2017,21
104794,95.0,14.27,credit_card,109.27,2017-08-24 09:42:48,SP,8,2017,24
104796,18.35,9.34,credit_card,55.38,2017-12-14 11:20:31,SP,12,2017,14
104797,18.35,9.34,credit_card,55.38,2017-12-14 11:20:31,SP,12,2017,14
104803,15.0,7.78,credit_card,45.56,2017-10-11 07:44:31,SP,10,2017,11
104804,15.0,7.78,credit_card,45.56,2017-10-11 07:44:31,SP,10,2017,11
104805,33.0,8.72,voucher,5.15,2017-12-06 16:08:05,SP,12,2017,6
104806,33.0,8.72,voucher,5.32,2017-12-06 16:08:05,SP,12,2017,6
104807,33.0,8.72,voucher,5.5,2017-12-06 16:08:05,SP,12,2017,6
104808,33.0,8.72,voucher,13.68,2017-12-06 16:08:05,SP,12,2017,6
104809,33.0,8.72,credit_card,0.28,2017-12-06 16:08:05,SP,12,2017,6
104810,33.0,8.72,voucher,6.57,2017-12-06 16:08:05,SP,12,2017,6
104811,33.0,8.72,voucher,5.22,2017-12-06 16:08:05,SP,12,2017,6
104812,219.0,14.55,credit_card,233.55,2017-12-06 21:43:24,SP,12,2017,6
104813,235.0,14.67,credit_card,249.67,2017-12-30 20:52:24,SP,12,2017,30
104815,219.0,14.55,credit_card,233.55,2017-12-10 18:15:03,SP,12,2017,10
104837,80.22,14.73,credit_card,189.9,2017-03-11 17:38:51,SP,3,2017,11
104838,80.22,14.73,credit_card,189.9,2017-03-11 17:38:51,SP,3,2017,11
104849,62.79,15.19,boleto,77.98,2017-10-17 01:19:17,SP,10,2017,17
104919,199.0,35.56,credit_card,234.56,2017-08-08 11:53:50,SP,8,2017,8
104920,298.0,49.76,credit_card,347.76,2017-11-17 19:46:19,SP,11,2017,17
104921,298.0,51.78,credit_card,349.78,2017-08-06 13:59:41,SP,8,2017,6
104922,299.0,67.14,credit_card,366.14,2017-05-26 20:01:38,SP,5,2017,26
104981,349.0,16.61,credit_card,365.61,2017-04-29 11:46:46,SP,4,2017,29
104982,349.0,16.61,credit_card,365.61,2017-04-14 20:31:38,SP,4,2017,14
104983,349.0,18.2,credit_card,367.2,2017-09-04 15:27:58,SP,9,2017,4
104989,349.0,18.2,credit_card,367.2,2017-11-12 11:50:24,SP,11,2017,12
104996,349.0,18.2,credit_card,367.2,2017-11-02 10:12:54,SP,11,2017,2
105000,199.0,19.67,credit_card,218.67,2017-03-24 07:22:04,SP,3,2017,24
105031,124.8,13.45,credit_card,138.25,2017-03-11 12:48:03,SP,3,2017,11
105032,51.5,8.72,boleto,60.22,2017-05-16 20:27:04,SP,5,2017,16
105035,138.8,11.58,credit_card,150.38,2017-05-01 21:15:21,SP,5,2017,1
105038,69.9,11.99,credit_card,81.89,2017-05-10 21:31:45,SP,5,2017,10
105041,59.0,25.69,credit_card,84.69,2017-11-16 12:35:02,SP,11,2017,16
105045,59.0,25.69,boleto,84.69,2017-09-14 20:57:31,SP,9,2017,14
105049,129.0,21.3,credit_card,150.3,2017-11-22 17:20:48,SP,11,2017,22
105096,129.99,9.72,credit_card,139.71,2017-09-12 19:17:03,SP,9,2017,12
105098,129.99,9.28,credit_card,139.27,2017-01-23 16:38:09,SP,1,2017,23
105099,129.99,11.38,credit_card,141.37,2017-01-08 20:57:29,SP,1,2017,8
105100,89.99,9.44,credit_card,99.43,2017-11-11 16:28:18,SP,11,2017,11
105105,89.99,9.44,credit_card,99.43,2017-11-25 03:29:05,SP,11,2017,25
105106,129.99,12.11,credit_card,142.1,2017-09-14 22:31:36,SP,9,2017,14
105110,24.99,7.78,boleto,32.77,2017-05-11 13:43:44,SP,5,2017,11
105113,24.99,7.78,boleto,32.77,2017-05-11 13:52:30,SP,5,2017,11
105114,89.99,12.13,boleto,102.12,2017-06-14 17:06:33,SP,6,2017,14
105121,109.99,29.56,credit_card,139.55,2017-05-14 16:59:35,SP,5,2017,14
105122,165.99,12.66,credit_card,178.65,2017-05-18 15:42:24,SP,5,2017,18
105126,108.99,21.77,boleto,130.76,2017-05-19 23:09:00,SP,5,2017,19
105127,179.99,47.97,credit_card,227.96,2017-05-23 20:55:59,SP,5,2017,23
105130,209.99,42.31,boleto,252.3,2017-04-15 19:08:40,SP,4,2017,15
105156,85.0,15.35,credit_card,100.35,2017-12-09 16:19:12,SP,12,2017,9
105169,128.99,11.51,credit_card,281.0,2017-03-01 22:45:18,SP,3,2017,1
105170,128.99,11.51,credit_card,281.0,2017-03-01 22:45:18,SP,3,2017,1
105177,137.99,11.58,credit_card,149.57,2017-01-16 09:56:45,SP,1,2017,16
105181,112.99,9.78,credit_card,122.77,2017-03-15 13:31:52,SP,3,2017,15
105182,99.9,12.09,boleto,111.99,2017-04-11 15:53:25,SP,4,2017,11
105186,139.99,9.97,credit_card,149.96,2017-03-24 09:12:05,SP,3,2017,24
105229,14.9,8.72,credit_card,23.62,2017-02-21 09:59:00,SP,2,2017,21
105231,14.9,10.96,credit_card,25.86,2017-02-24 19:09:06,SP,2,2017,24
105233,13.0,10.96,credit_card,23.96,2017-01-26 14:41:39,SP,1,2017,26
105234,14.9,10.96,credit_card,51.72,2017-02-16 08:04:25,SP,2,2017,16
105235,14.9,10.96,credit_card,51.72,2017-02-16 08:04:25,SP,2,2017,16
105241,19.9,10.96,boleto,30.86,2017-01-25 22:19:19,SP,1,2017,25
105242,14.9,10.96,credit_card,25.86,2017-02-22 16:30:40,SP,2,2017,22
105243,39.9,10.96,credit_card,50.86,2017-02-16 14:13:43,SP,2,2017,16
105248,16.77,10.96,credit_card,27.73,2017-02-18 15:29:37,SP,2,2017,18
105251,147.37,9.4,boleto,156.77,2017-02-15 09:55:56,SP,2,2017,15
105253,69.9,11.99,boleto,81.89,2017-06-17 12:45:24,SP,6,2017,17
105255,59.9,7.78,credit_card,67.68,2017-11-15 20:43:15,SP,11,2017,15
105257,69.9,7.78,credit_card,77.68,2017-07-17 14:30:08,SP,7,2017,17
105260,339.0,10.57,credit_card,349.57,2017-10-25 14:58:48,SP,10,2017,25
105267,269.0,15.65,credit_card,284.65,2017-02-16 12:58:36,SP,2,2017,16
105274,89.9,7.88,boleto,97.78,2017-06-05 11:55:59,SP,6,2017,5
105276,89.9,12.13,credit_card,102.03,2017-06-04 00:27:19,SP,6,2017,4
105305,49.99,7.78,credit_card,57.77,2017-10-13 11:05:58,SP,10,2017,13
105332,14.99,15.56,credit_card,61.1,2017-03-23 11:07:12,SP,3,2017,23
105333,14.99,15.56,credit_card,61.1,2017-03-23 11:07:12,SP,3,2017,23
105334,14.99,14.08,credit_card,29.07,2017-12-05 15:18:02,SP,12,2017,5
105339,49.99,19.21,boleto,69.2,2017-06-11 00:50:56,SP,6,2017,11
105342,49.99,19.21,credit_card,69.2,2017-09-11 20:07:36,SP,9,2017,11
105346,109.99,14.94,credit_card,74.93,2017-04-17 09:56:09,SP,4,2017,17
105347,109.99,14.94,voucher,50.0,2017-04-17 09:56:09,SP,4,2017,17
105371,966.0,132.62,boleto,1098.62,2017-06-09 16:40:56,SP,6,2017,9
105395,36.0,8.72,credit_card,44.72,2017-10-01 12:13:59,SP,10,2017,1
105398,21.5,8.72,credit_card,30.22,2017-09-18 20:48:19,SP,9,2017,18
105401,21.5,9.34,credit_card,30.84,2017-11-07 02:02:03,SP,11,2017,7
105402,21.5,20.89,credit_card,80.54,2017-10-06 10:36:09,SP,10,2017,6
105403,34.6,3.55,credit_card,80.54,2017-10-06 10:36:09,SP,10,2017,6
105404,110.0,9.58,credit_card,119.58,2017-11-19 15:53:23,SP,11,2017,19
105409,193.0,18.6,credit_card,211.6,2017-10-08 21:20:24,SP,10,2017,8
105415,193.0,17.6,credit_card,210.6,2017-12-04 10:59:18,SP,12,2017,4
105420,193.0,17.6,credit_card,210.6,2017-09-29 17:29:48,SP,9,2017,29
105421,193.0,17.6,credit_card,210.6,2017-11-26 22:01:00,SP,11,2017,26
105473,56.8,16.16,credit_card,72.96,2017-11-29 00:44:03,SP,11,2017,29
105479,56.8,14.82,credit_card,143.92,2017-12-15 15:09:49,SP,12,2017,15
105480,56.8,15.5,credit_card,143.92,2017-12-15 15:09:49,SP,12,2017,15
105495,99.0,16.94,credit_card,115.94,2017-11-27 15:19:38,SP,11,2017,27
105504,99.0,16.94,boleto,115.94,2017-11-24 17:57:58,SP,11,2017,24
105508,206.0,98.81,credit_card,304.81,2017-05-21 11:28:53,SP,5,2017,21
105549,39.9,7.78,credit_card,143.04,2017-12-01 08:49:02,SP,12,2017,1
105550,39.9,7.78,credit_card,143.04,2017-12-01 08:49:02,SP,12,2017,1
105551,39.9,7.78,credit_card,143.04,2017-12-01 08:49:02,SP,12,2017,1
105556,34.9,7.78,credit_card,42.68,2017-08-22 16:56:24,SP,8,2017,22
105565,29.39,7.78,credit_card,37.17,2017-12-08 15:56:32,SP,12,2017,8
105567,19.9,7.78,credit_card,55.36,2017-12-09 21:40:07,SP,12,2017,9
105568,19.9,7.78,credit_card,55.36,2017-12-09 21:40:07,SP,12,2017,9
105569,89.9,18.0,credit_card,107.9,2017-01-28 15:55:11,SP,1,2017,28
105570,89.9,17.2,credit_card,107.1,2017-05-19 15:09:17,SP,5,2017,19
105571,174.9,17.65,credit_card,192.55,2017-02-11 16:42:22,SP,2,2017,11
105572,174.9,17.65,credit_card,192.55,2017-03-02 01:37:13,SP,3,2017,2
105577,121.99,17.28,credit_card,139.27,2017-03-20 00:54:38,SP,3,2017,20
105578,310.9,20.31,credit_card,331.21,2017-01-23 10:21:21,SP,1,2017,23
105585,188.9,19.45,credit_card,208.35,2017-05-02 03:48:26,SP,5,2017,2
105655,64.9,31.2,credit_card,96.1,2017-05-30 16:14:58,SP,5,2017,30
105673,69.99,11.1,credit_card,81.09,2017-01-26 22:52:01,SP,1,2017,26
105674,69.99,11.1,credit_card,81.09,2017-02-07 08:19:35,SP,2,2017,7
105701,89.9,12.97,credit_card,102.87,2017-12-30 22:51:13,SP,12,2017,30
105705,89.9,12.97,credit_card,102.87,2017-12-27 13:22:54,SP,12,2017,27
105711,89.9,12.97,credit_card,102.87,2017-12-05 11:45:50,SP,12,2017,5
105717,98.0,13.03,credit_card,111.03,2017-08-30 15:25:39,SP,8,2017,30
105758,59.9,25.26,credit_card,85.16,2017-08-17 19:47:28,SP,8,2017,17
105771,59.9,25.26,boleto,85.16,2017-08-26 01:25:25,SP,8,2017,26
105775,59.9,25.26,boleto,85.16,2017-09-19 08:39:35,SP,9,2017,19
105781,59.9,25.26,boleto,85.16,2017-09-04 19:04:37,SP,9,2017,4
105785,58.9,16.17,boleto,75.07,2017-07-15 08:47:23,SP,7,2017,15
105808,38.9,7.78,debit_card,46.68,2017-10-15 17:02:07,SP,10,2017,15
105810,59.9,7.78,credit_card,67.68,2017-08-16 19:24:28,SP,8,2017,16
105818,149.9,12.75,credit_card,162.65,2017-12-07 10:16:49,SP,12,2017,7
105822,149.9,12.75,credit_card,162.65,2017-11-19 13:57:09,SP,11,2017,19
105824,24.0,16.11,credit_card,40.11,2017-10-25 16:33:09,SP,10,2017,25
105831,25.9,7.78,credit_card,67.36,2017-12-11 17:06:43,SP,12,2017,11
105832,25.9,7.78,credit_card,67.36,2017-12-11 17:06:43,SP,12,2017,11
105833,22.49,7.78,credit_card,30.27,2017-11-29 18:11:38,SP,11,2017,29
105840,29.9,11.85,credit_card,167.0,2017-11-20 12:49:02,SP,11,2017,20
105841,29.9,11.85,credit_card,167.0,2017-11-20 12:49:02,SP,11,2017,20
105842,29.9,11.85,credit_card,167.0,2017-11-20 12:49:02,SP,11,2017,20
105843,29.9,11.85,credit_card,167.0,2017-11-20 12:49:02,SP,11,2017,20
105879,29.9,11.85,credit_card,41.75,2017-11-24 15:13:47,SP,11,2017,24
105884,29.9,8.27,boleto,76.34,2017-07-08 10:01:37,SP,7,2017,8
105885,29.9,8.27,boleto,76.34,2017-07-08 10:01:37,SP,7,2017,8
105886,29.9,11.85,credit_card,83.5,2017-09-09 22:59:17,SP,9,2017,9
105887,29.9,11.85,credit_card,83.5,2017-09-09 22:59:17,SP,9,2017,9
105889,29.9,11.85,credit_card,41.75,2017-08-16 15:12:33,SP,8,2017,16
105890,17.5,8.27,credit_card,25.77,2017-07-21 11:05:42,SP,7,2017,21
105891,17.5,8.27,credit_card,25.77,2017-07-21 11:05:42,SP,7,2017,21
105895,20.3,8.27,credit_card,57.14,2017-07-01 11:07:50,SP,7,2017,1
105896,20.3,8.27,credit_card,57.14,2017-07-01 11:07:50,SP,7,2017,1
105897,28.9,8.27,credit_card,37.17,2017-07-26 14:55:58,SP,7,2017,26
105902,12.5,11.85,voucher,4.35,2017-08-02 16:03:22,SP,8,2017,2
105903,12.5,11.85,voucher,20.0,2017-08-02 16:03:22,SP,8,2017,2
105904,18.9,11.85,boleto,110.2,2017-05-07 17:57:19,SP,5,2017,7
105905,18.9,11.85,boleto,110.2,2017-05-07 17:57:19,SP,5,2017,7
105906,12.5,11.85,boleto,110.2,2017-05-07 17:57:19,SP,5,2017,7
105907,12.5,11.85,boleto,110.2,2017-05-07 17:57:19,SP,5,2017,7
105908,31.9,11.85,boleto,43.75,2017-07-21 15:52:45,SP,7,2017,21
105909,29.9,8.27,boleto,38.17,2017-08-22 10:42:28,SP,8,2017,22
105940,449.0,54.68,credit_card,503.68,2017-12-02 09:45:39,SP,12,2017,2
105941,449.0,43.1,credit_card,984.2,2017-11-22 08:33:09,SP,11,2017,22
105942,449.0,43.1,credit_card,984.2,2017-11-22 08:33:09,SP,11,2017,22
105956,68.99,7.78,credit_card,76.77,2017-12-11 12:11:02,SP,12,2017,11
105957,68.99,7.78,credit_card,76.77,2017-11-21 21:20:41,SP,11,2017,21
105962,33.0,8.72,credit_card,41.72,2017-10-01 10:11:40,SP,10,2017,1
106007,99.99,11.31,credit_card,111.3,2017-03-20 20:01:39,SP,3,2017,20
106015,41.99,12.69,credit_card,54.68,2017-08-26 12:44:06,SP,8,2017,26
106019,59.99,13.44,voucher,9.27,2017-06-29 14:15:14,SP,6,2017,29
106020,59.99,13.44,voucher,38.0,2017-06-29 14:15:14,SP,6,2017,29
106021,59.99,13.44,voucher,26.16,2017-06-29 14:15:14,SP,6,2017,29
106022,22.5,12.69,credit_card,35.19,2017-09-30 10:05:18,SP,9,2017,30
106024,11.7,7.78,boleto,19.48,2017-12-15 19:13:52,SP,12,2017,15
106025,21.6,8.72,voucher,30.32,2017-07-09 11:43:54,SP,7,2017,9
106139,42.0,8.72,credit_card,50.72,2017-07-31 23:06:40,SP,7,2017,31
106140,139.0,9.79,credit_card,148.79,2017-05-24 17:26:18,SP,5,2017,24
106142,129.0,12.11,boleto,141.11,2017-08-10 21:35:06,SP,8,2017,10
106143,189.0,13.66,credit_card,202.66,2017-09-01 06:38:10,SP,9,2017,1
106145,69.0,9.34,credit_card,78.34,2017-06-07 12:09:46,SP,6,2017,7
106146,119.0,13.17,credit_card,132.17,2017-12-03 18:38:47,SP,12,2017,3
106150,129.0,9.72,boleto,138.72,2017-06-23 23:10:26,SP,6,2017,23
106163,9.5,9.09,boleto,92.95,2017-09-20 18:26:13,SP,9,2017,20
106164,9.5,9.09,boleto,92.95,2017-09-20 18:26:13,SP,9,2017,20
106165,9.5,9.09,boleto,92.95,2017-09-20 18:26:13,SP,9,2017,20
106166,9.5,9.09,boleto,92.95,2017-09-20 18:26:13,SP,9,2017,20
106167,9.5,9.09,boleto,92.95,2017-09-20 18:26:13,SP,9,2017,20
106168,119.4,12.04,credit_card,131.44,2017-10-15 11:29:31,SP,10,2017,15
106173,175.39,12.43,credit_card,187.82,2017-07-21 17:52:29,SP,7,2017,21
106192,129.9,14.02,credit_card,143.92,2017-07-17 14:20:37,SP,7,2017,17
106203,34.9,9.34,credit_card,44.24,2017-09-08 12:53:49,SP,9,2017,8
106204,34.9,9.34,boleto,44.24,2017-06-12 10:10:17,SP,6,2017,12
106205,34.9,9.34,credit_card,44.24,2017-10-28 20:39:20,SP,10,2017,28
106207,34.9,9.34,credit_card,44.24,2017-09-27 13:30:21,SP,9,2017,27
106211,104.9,16.36,credit_card,121.26,2017-08-31 13:13:28,SP,8,2017,31
106215,99.9,13.25,credit_card,113.15,2017-09-08 12:49:00,SP,9,2017,8
106239,69.0,7.78,boleto,76.78,2017-11-27 23:02:54,SP,11,2017,27
106264,89.0,11.23,credit_card,100.23,2017-02-07 10:07:01,SP,2,2017,7
106266,34.0,10.96,credit_card,44.96,2017-04-05 10:55:28,SP,4,2017,5
106267,34.0,11.85,boleto,45.85,2017-05-16 16:34:38,SP,5,2017,16
106268,39.0,10.96,credit_card,49.96,2017-05-01 10:23:49,SP,5,2017,1
106270,89.0,12.12,credit_card,101.12,2017-05-24 22:42:55,SP,5,2017,24
106352,79.9,17.81,credit_card,97.71,2017-08-01 12:02:03,SP,8,2017,1
106356,159.99,21.61,credit_card,181.6,2017-11-28 13:43:30,SP,11,2017,28
106372,399.99,193.78,credit_card,593.77,2017-05-22 19:49:13,SP,5,2017,22
106374,54.9,20.46,boleto,75.36,2017-02-06 20:11:26,SP,2,2017,6
106378,44.9,17.09,credit_card,123.98,2017-02-23 21:39:24,SP,2,2017,23
106379,44.9,17.09,credit_card,123.98,2017-02-23 21:39:24,SP,2,2017,23
106380,119.9,21.33,credit_card,141.23,2017-06-30 21:15:32,SP,6,2017,30
106383,119.9,20.92,credit_card,140.82,2017-04-24 19:31:14,SP,4,2017,24
106389,59.9,11.03,credit_card,70.93,2017-05-01 10:30:43,SP,5,2017,1
106390,29.9,11.85,credit_card,83.5,2017-06-26 16:04:07,SP,6,2017,26
106391,29.9,11.85,credit_card,83.5,2017-06-26 16:04:07,SP,6,2017,26
106392,29.9,10.62,credit_card,80.82,2017-03-29 17:44:04,SP,3,2017,29
106393,29.0,11.3,credit_card,80.82,2017-03-29 17:44:04,SP,3,2017,29
106403,95.0,16.43,credit_card,222.86,2017-12-20 10:19:57,SP,12,2017,20
106404,95.0,16.43,credit_card,222.86,2017-12-20 10:19:57,SP,12,2017,20
106472,199.0,24.26,credit_card,223.26,2017-07-28 10:05:46,SP,7,2017,28
106473,159.0,23.4,credit_card,182.4,2017-02-15 15:54:35,SP,2,2017,15
106490,299.99,18.35,credit_card,318.34,2017-06-12 11:51:18,SP,6,2017,12
106498,120.0,25.15,boleto,290.3,2017-07-04 10:45:09,SP,7,2017,4
106499,120.0,25.15,boleto,290.3,2017-07-04 10:45:09,SP,7,2017,4
106500,149.99,21.7,credit_card,171.69,2017-07-16 15:21:38,SP,7,2017,16
106501,120.0,25.15,credit_card,145.15,2017-07-04 15:24:40,SP,7,2017,4
106504,120.0,21.5,credit_card,141.5,2017-07-05 22:57:34,SP,7,2017,5
106505,118.99,21.49,boleto,140.48,2017-05-18 12:48:39,SP,5,2017,18
106510,120.0,21.5,credit_card,566.0,2017-07-11 21:23:14,SP,7,2017,11
106511,120.0,21.5,credit_card,566.0,2017-07-11 21:23:14,SP,7,2017,11
106512,120.0,21.5,credit_card,566.0,2017-07-11 21:23:14,SP,7,2017,11
106513,120.0,21.5,credit_card,566.0,2017-07-11 21:23:14,SP,7,2017,11
106515,99.0,11.57,credit_card,55.28,2017-02-09 18:39:50,SP,2,2017,9
106516,99.0,11.57,credit_card,55.29,2017-02-09 18:39:50,SP,2,2017,9
106527,89.0,14.23,credit_card,103.23,2017-10-25 13:32:55,SP,10,2017,25
106529,89.0,13.2,voucher,30.32,2017-02-09 23:19:27,SP,2,2017,9
106530,89.0,13.2,voucher,16.61,2017-02-09 23:19:27,SP,2,2017,9
106531,89.0,13.2,voucher,39.4,2017-02-09 23:19:27,SP,2,2017,9
106532,89.0,13.2,credit_card,4.75,2017-02-09 23:19:27,SP,2,2017,9
106533,89.0,13.2,voucher,11.12,2017-02-09 23:19:27,SP,2,2017,9
106554,127.0,9.08,credit_card,136.08,2017-11-29 18:13:39,SP,11,2017,29
106558,44.9,9.4,boleto,54.3,2017-11-30 21:12:55,SP,11,2017,30
106559,269.0,14.44,credit_card,283.44,2017-09-19 23:12:15,SP,9,2017,19
106564,35.9,7.78,boleto,43.68,2017-11-27 23:37:58,SP,11,2017,27
106565,35.9,7.78,boleto,43.68,2017-11-24 21:23:38,SP,11,2017,24
106580,32.6,14.11,credit_card,46.71,2017-02-05 17:06:00,SP,2,2017,5
106598,169.9,8.44,credit_card,178.34,2017-12-04 21:12:17,SP,12,2017,4
106726,89.99,15.39,credit_card,105.38,2017-03-04 22:19:42,SP,3,2017,4
106737,259.0,9.0,credit_card,536.0,2017-01-27 19:33:54,SP,1,2017,27
106738,259.0,9.0,credit_card,536.0,2017-01-27 19:33:54,SP,1,2017,27
106744,8.85,9.34,credit_card,18.19,2017-06-21 22:16:40,SP,6,2017,21
106745,8.85,9.34,credit_card,18.19,2017-06-07 15:29:14,SP,6,2017,7
106747,8.25,9.34,credit_card,17.59,2017-07-05 16:47:04,SP,7,2017,5
106754,14.85,11.73,credit_card,26.58,2017-09-25 16:38:46,SP,9,2017,25
106755,149.9,13.78,credit_card,163.68,2017-03-21 18:25:08,SP,3,2017,21
106756,149.9,16.16,credit_card,63.62,2017-03-05 23:22:58,SP,3,2017,5
106757,149.9,16.16,voucher,102.44,2017-03-05 23:22:58,SP,3,2017,5
106765,179.9,47.0,credit_card,226.9,2017-07-30 19:29:00,SP,7,2017,30
106766,455.7,66.87,credit_card,522.57,2017-06-25 20:03:43,SP,6,2017,25
106788,39.9,11.85,credit_card,51.75,2017-06-09 21:19:00,SP,6,2017,9
106790,39.9,9.94,boleto,49.84,2017-09-08 18:31:36,SP,9,2017,8
106792,39.9,8.27,boleto,48.17,2017-06-04 14:53:58,SP,6,2017,4
106793,39.9,8.27,credit_card,48.17,2017-08-23 07:16:09,SP,8,2017,23
106794,39.9,8.27,credit_card,48.17,2017-08-22 16:07:06,SP,8,2017,22
106797,39.9,9.94,boleto,49.84,2017-11-11 15:18:16,SP,11,2017,11
106798,14.9,11.85,credit_card,9.02,2017-06-13 21:52:55,SP,6,2017,13
106799,14.9,11.85,voucher,17.73,2017-06-13 21:52:55,SP,6,2017,13
106800,13.9,11.85,boleto,25.75,2017-11-08 08:26:59,SP,11,2017,8
106801,14.9,8.27,credit_card,13.41,2017-08-10 10:41:54,SP,8,2017,10
106802,14.9,8.27,voucher,9.76,2017-08-10 10:41:54,SP,8,2017,10
106805,14.9,11.85,credit_card,26.75,2017-08-08 18:57:21,SP,8,2017,8
106807,14.9,8.27,credit_card,23.17,2017-08-07 20:25:11,SP,8,2017,7
106808,99.9,12.2,credit_card,448.4,2017-06-06 18:09:37,SP,6,2017,6
106809,99.9,12.2,credit_card,448.4,2017-06-06 18:09:37,SP,6,2017,6
106810,99.9,12.2,credit_card,448.4,2017-06-06 18:09:37,SP,6,2017,6
106811,99.9,12.2,credit_card,448.4,2017-06-06 18:09:37,SP,6,2017,6
106816,52.8,9.94,credit_card,62.74,2017-09-27 21:30:35,SP,9,2017,27
106820,48.4,12.69,credit_card,61.09,2017-07-01 20:49:20,SP,7,2017,1
106827,27.9,16.05,voucher,20.0,2017-04-04 09:36:12,SP,4,2017,4
106828,27.9,16.05,voucher,20.0,2017-04-04 09:36:12,SP,4,2017,4
106829,27.9,16.05,credit_card,3.95,2017-04-04 09:36:12,SP,4,2017,4
106850,109.8,24.15,credit_card,133.95,2017-06-17 11:42:52,SP,6,2017,17
106852,270.0,26.73,credit_card,296.73,2017-11-07 15:47:40,SP,11,2017,7
106853,369.0,54.13,boleto,423.13,2017-04-22 09:37:55,SP,4,2017,22
106854,269.0,19.13,credit_card,288.13,2017-10-02 19:38:28,SP,10,2017,2
106860,385.6,15.25,credit_card,400.85,2017-06-03 20:28:04,SP,6,2017,3
106883,88.6,13.18,credit_card,101.78,2017-08-31 05:31:43,SP,8,2017,31
